#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPL17	ETF1	9606.ENSP00000397798	9606.ENSP00000353741	0	0	0	0	0.377	0.800	0	0	0.870
RPL17	EIF3B	9606.ENSP00000397798	9606.ENSP00000354125	0	0	0	0	0.609	0	0	0.077	0.624
RPL17	RPL39	9606.ENSP00000397798	9606.ENSP00000355315	0.044	0	0	0	0.774	0.952	0	0.516	0.994
RPL17	EIF3A	9606.ENSP00000397798	9606.ENSP00000358140	0	0	0	0	0.450	0	0	0.101	0.485
RPL17	EIF3I	9606.ENSP00000397798	9606.ENSP00000362688	0	0	0	0	0.762	0.056	0	0.101	0.780
RPL17	RPL10A	9606.ENSP00000397798	9606.ENSP00000363018	0.111	0	0	0	0.998	0.980	0	0.451	0.999
RPL17	RPL11	9606.ENSP00000397798	9606.ENSP00000363676	0.167	0	0	0	0.986	0.986	0	0.496	0.999
RPL17	RPL24	9606.ENSP00000397798	9606.ENSP00000377640	0	0	0	0	0.896	0.987	0	0.257	0.998
RPL17	RPS29	9606.ENSP00000397798	9606.ENSP00000379339	0.111	0	0	0	0.982	0.952	0	0.295	0.999
RPL17	RPL31	9606.ENSP00000397798	9606.ENSP00000386717	0	0	0	0	0.969	0.982	0	0.463	0.999
RPL17	EIF2S3L	9606.ENSP00000397798	9606.ENSP00000445077	0	0	0.249	0	0.221	0.244	0	0.048	0.522
RPL17	EIF3H	9606.ENSP00000397798	9606.ENSP00000429931	0	0	0	0	0.524	0	0	0.070	0.538
RPL17	EIF3M	9606.ENSP00000397798	9606.ENSP00000436049	0	0	0	0	0.617	0	0	0	0.617
RPL17	EIF3F	9606.ENSP00000397798	9606.ENSP00000431800	0	0	0	0	0.716	0.060	0	0.046	0.723
RPL17	GSPT1	9606.ENSP00000397798	9606.ENSP00000398131	0	0	0	0	0.165	0.824	0	0.067	0.851
RPL17	RPL26L1	9606.ENSP00000397798	9606.ENSP00000428223	0.081	0	0.242	0	0.654	0.849	0	0.210	0.966
RPL17	RPL36A	9606.ENSP00000397798	9606.ENSP00000404375	0	0	0	0	0.583	0.917	0	0.188	0.969
RPL17	RPL18	9606.ENSP00000397798	9606.ENSP00000447001	0	0	0	0	0.890	0.988	0	0.258	0.998
RPL17	RPL30	9606.ENSP00000397798	9606.ENSP00000428085	0	0	0	0	0.955	0.955	0	0.234	0.998
RPL17	RPLP0	9606.ENSP00000397798	9606.ENSP00000449328	0.111	0	0	0	0.983	0.980	0	0.216	0.999
RPL17	RPL29	9606.ENSP00000397798	9606.ENSP00000418868	0	0	0	0	0.979	0.980	0	0.303	0.999
RPL17	RPL26	9606.ENSP00000397798	9606.ENSP00000463784	0.081	0	0.244	0	0.984	0.984	0	0.492	0.999
RPL17	RPL35A	9606.ENSP00000397798	9606.ENSP00000419117	0	0	0	0	0.968	0.973	0	0.310	0.999
RPL17	RPS28	9606.ENSP00000397798	9606.ENSP00000472469	0	0	0	0	0.979	0.982	0	0.251	0.999
RPL17	RPL36	9606.ENSP00000397798	9606.ENSP00000464342	0	0	0	0	0.979	0.961	0	0.300	0.999
RPL17	RPL9	9606.ENSP00000397798	9606.ENSP00000400467	0.167	0	0.235	0	0.982	0.987	0	0.410	0.999
RPL17	RPL32	9606.ENSP00000397798	9606.ENSP00000416429	0.167	0	0	0	0.837	0.993	0	0.293	0.999
RPL17	RPL6	9606.ENSP00000397798	9606.ENSP00000403172	0.081	0	0	0	0.985	0.981	0	0.443	0.999
RPL18	EIF3D	9606.ENSP00000447001	9606.ENSP00000216190	0	0	0	0	0.627	0	0	0.234	0.702
RPL18	EIF5	9606.ENSP00000447001	9606.ENSP00000216554	0	0	0	0	0.174	0.057	0	0.327	0.430
RPL18	EIF3E	9606.ENSP00000447001	9606.ENSP00000220849	0	0	0	0	0.876	0	0	0.285	0.907
RPL18	RPL18A	9606.ENSP00000447001	9606.ENSP00000222247	0	0	0	0	0.995	0.997	0.900	0.523	0.999
RPL18	RPL19	9606.ENSP00000447001	9606.ENSP00000225430	0	0	0	0	0.983	0.997	0.900	0.709	0.999
RPL18	RPS12	9606.ENSP00000447001	9606.ENSP00000230050	0.078	0	0	0	0.988	0.997	0	0.662	0.999
RPL18	EIF3K	9606.ENSP00000447001	9606.ENSP00000248342	0	0	0	0	0.855	0	0	0.150	0.872
RPL18	RPS16	9606.ENSP00000447001	9606.ENSP00000251453	0.185	0	0	0	0.993	0.997	0	0.820	0.999
RPL18	EIF2S3	9606.ENSP00000447001	9606.ENSP00000253039	0	0	0	0	0.594	0	0	0.186	0.656
RPL18	EIF3G	9606.ENSP00000447001	9606.ENSP00000253108	0	0	0	0	0.887	0	0	0	0.887
RPL18	EIF2S1	9606.ENSP00000447001	9606.ENSP00000256383	0	0	0	0	0.558	0	0	0.228	0.644
RPL18	RPL35	9606.ENSP00000447001	9606.ENSP00000259469	0	0	0	0	0.986	0.997	0	0.703	0.999
RPL18	RPL8	9606.ENSP00000447001	9606.ENSP00000262584	0	0	0	0	0.985	0.997	0.900	0.808	0.999
RPL18	RPS11	9606.ENSP00000447001	9606.ENSP00000270625	0	0	0	0	0.986	0.997	0	0.801	0.999
RPL18	RPS27A	9606.ENSP00000447001	9606.ENSP00000272317	0	0	0	0	0.953	0.995	0	0.281	0.999
RPL18	RPL37	9606.ENSP00000447001	9606.ENSP00000274242	0	0	0	0	0.884	0.987	0	0.547	0.999
RPL18	EIF4A1	9606.ENSP00000447001	9606.ENSP00000293831	0	0	0	0	0.505	0.165	0	0.277	0.675
RPL18	RPS23	9606.ENSP00000447001	9606.ENSP00000296674	0.219	0	0	0	0.963	0.997	0.900	0.446	0.999
RPL18	RPL15	9606.ENSP00000447001	9606.ENSP00000309334	0	0	0	0	0.992	0.997	0	0.741	0.999
RPL18	RPL38	9606.ENSP00000447001	9606.ENSP00000309830	0	0	0	0	0.944	0.997	0.900	0.422	0.999
RPL18	GSPT2	9606.ENSP00000447001	9606.ENSP00000341247	0	0	0	0	0.185	0.226	0	0.164	0.427
RPL18	RPS21	9606.ENSP00000447001	9606.ENSP00000345957	0	0	0	0	0.953	0.995	0.900	0.678	0.999
RPL18	RPLP1	9606.ENSP00000447001	9606.ENSP00000346037	0	0	0	0	0.953	0.995	0	0.497	0.999
RPL18	RPSA	9606.ENSP00000447001	9606.ENSP00000346067	0.167	0	0	0	0.983	0.987	0	0.598	0.999
RPL18	RPL22L1	9606.ENSP00000447001	9606.ENSP00000346080	0	0	0	0	0.764	0.766	0	0.487	0.969
RPL18	RPL22	9606.ENSP00000447001	9606.ENSP00000346088	0	0	0	0	0.882	0.997	0	0.696	0.999
RPL18	RPS26	9606.ENSP00000447001	9606.ENSP00000348849	0	0	0	0	0.989	0.997	0.900	0.697	0.999
RPL18	ETF1	9606.ENSP00000447001	9606.ENSP00000353741	0	0	0	0	0.431	0.800	0	0	0.881
RPL18	EIF3B	9606.ENSP00000447001	9606.ENSP00000354125	0	0	0	0	0.756	0.056	0	0.286	0.821
RPL18	RPL39	9606.ENSP00000447001	9606.ENSP00000355315	0.077	0	0	0	0.914	0.987	0.900	0.594	0.999
RPL18	EIF3A	9606.ENSP00000447001	9606.ENSP00000358140	0	0	0	0	0.379	0	0	0.293	0.542
RPL18	MCTS1	9606.ENSP00000447001	9606.ENSP00000360365	0	0.366	0	0	0.194	0	0	0.060	0.479
RPL18	EIF3I	9606.ENSP00000447001	9606.ENSP00000362688	0	0	0	0	0.875	0.058	0	0.183	0.895
RPL18	RPL10A	9606.ENSP00000447001	9606.ENSP00000363018	0	0	0	0	0.979	0.996	0.900	0.673	0.999
RPL18	RPL11	9606.ENSP00000447001	9606.ENSP00000363676	0	0	0	0	0.985	0.996	0.900	0.761	0.999
RPL18	EIF2S2	9606.ENSP00000447001	9606.ENSP00000364119	0	0	0	0	0.498	0.056	0	0.163	0.569
RPL18	RPL24	9606.ENSP00000447001	9606.ENSP00000377640	0	0	0	0	0.953	0.996	0.900	0.655	0.999
RPL18	RPS29	9606.ENSP00000447001	9606.ENSP00000379339	0	0	0	0	0.928	0.987	0.900	0.794	0.999
RPL18	RPL31	9606.ENSP00000447001	9606.ENSP00000386717	0	0	0	0	0.992	0.996	0.900	0.808	0.999
RPL18	RPL17	9606.ENSP00000447001	9606.ENSP00000397798	0	0	0	0	0.890	0.988	0	0.258	0.998
RPL18	GSPT1	9606.ENSP00000447001	9606.ENSP00000398131	0	0	0	0	0.195	0.838	0	0.148	0.879
RPL18	RPL9	9606.ENSP00000447001	9606.ENSP00000400467	0	0	0	0	0.986	0.996	0	0.785	0.999
RPL18	RPL6	9606.ENSP00000447001	9606.ENSP00000403172	0	0	0	0	0.992	0.997	0.900	0.741	0.999
RPL18	RPL36A	9606.ENSP00000447001	9606.ENSP00000404375	0	0	0	0	0.749	0.952	0.900	0.488	0.999
RPL18	RPL32	9606.ENSP00000447001	9606.ENSP00000416429	0	0	0	0	0.969	0.996	0.900	0.705	0.999
RPL18	RPL29	9606.ENSP00000447001	9606.ENSP00000418868	0	0	0	0	0.968	0.987	0	0.573	0.999
RPL18	RPL35A	9606.ENSP00000447001	9606.ENSP00000419117	0	0	0	0	0.990	0.995	0	0.716	0.999
RPL18	RPL30	9606.ENSP00000447001	9606.ENSP00000428085	0.293	0	0	0	0.987	0.997	0.900	0.707	0.999
RPL18	RPL26L1	9606.ENSP00000447001	9606.ENSP00000428223	0	0	0	0	0.821	0.930	0	0.394	0.991
RPL18	EIF3H	9606.ENSP00000447001	9606.ENSP00000429931	0	0	0	0	0.704	0	0.540	0.245	0.888
RPL18	EIF3F	9606.ENSP00000447001	9606.ENSP00000431800	0	0	0	0	0.899	0.070	0	0.232	0.921
RPL18	EIF3M	9606.ENSP00000447001	9606.ENSP00000436049	0	0	0	0	0.810	0	0	0.181	0.838
RPL18	EIF3L	9606.ENSP00000447001	9606.ENSP00000485663	0	0	0	0	0.390	0	0	0.203	0.493
RPL18	ENSP00000449026	9606.ENSP00000447001	9606.ENSP00000449026	0	0	0	0	0	0	0.900	0.285	0.925
RPL18	ENSP00000485567	9606.ENSP00000447001	9606.ENSP00000485567	0	0	0	0	0.213	0	0.900	0.285	0.938
RPL18	RPL36	9606.ENSP00000447001	9606.ENSP00000464342	0	0	0	0	0.972	0.996	0.900	0.820	0.999
RPL18	RPS28	9606.ENSP00000447001	9606.ENSP00000472469	0	0	0	0	0.964	0.995	0.900	0.847	0.999
RPL18	RPL26	9606.ENSP00000447001	9606.ENSP00000463784	0	0	0	0	0.983	0.983	0	0.722	0.999
RPL18	RPLP0	9606.ENSP00000447001	9606.ENSP00000449328	0	0	0	0	0.986	0.996	0	0.307	0.999
RPL18A	EIF3D	9606.ENSP00000222247	9606.ENSP00000216190	0	0	0	0	0.912	0	0	0.390	0.944
RPL18A	EIF3E	9606.ENSP00000222247	9606.ENSP00000220849	0	0	0	0	0.673	0	0	0.168	0.717
RPL18A	GSPT2	9606.ENSP00000222247	9606.ENSP00000341247	0	0	0	0	0.232	0.226	0	0.073	0.400
RPL18A	EIF4A2	9606.ENSP00000222247	9606.ENSP00000326381	0	0	0	0	0.286	0.162	0	0.081	0.402
RPL18A	ZC3H15	9606.ENSP00000222247	9606.ENSP00000338788	0	0	0	0	0.355	0.104	0	0.095	0.431
RPL18A	DRG2	9606.ENSP00000222247	9606.ENSP00000225729	0	0	0	0	0.521	0	0	0.043	0.522
RPL18A	EIF3C	9606.ENSP00000222247	9606.ENSP00000332604	0	0	0	0	0.406	0	0	0.247	0.533
RPL18A	EIF3A	9606.ENSP00000222247	9606.ENSP00000358140	0	0	0	0	0.599	0	0	0.057	0.605
RPL18A	EIF2S3	9606.ENSP00000222247	9606.ENSP00000253039	0	0	0	0	0.505	0	0	0.345	0.662
RPL18A	EIF4A1	9606.ENSP00000222247	9606.ENSP00000293831	0	0	0	0	0.606	0.162	0	0.114	0.682
RPL18A	EIF3B	9606.ENSP00000222247	9606.ENSP00000354125	0	0	0	0	0.714	0	0	0.183	0.757
RPL18A	EIF2S2	9606.ENSP00000222247	9606.ENSP00000364119	0	0	0	0	0.763	0	0	0.188	0.799
RPL18A	EIF3K	9606.ENSP00000222247	9606.ENSP00000248342	0	0	0	0	0.848	0	0	0	0.848
RPL18A	EIF3M	9606.ENSP00000222247	9606.ENSP00000436049	0	0	0	0	0.814	0	0	0.225	0.850
RPL18A	GSPT1	9606.ENSP00000222247	9606.ENSP00000398131	0	0	0	0	0.265	0.838	0	0.073	0.880
RPL18A	ETF1	9606.ENSP00000222247	9606.ENSP00000353741	0	0	0	0	0.462	0.800	0	0	0.887
RPL18A	EIF2S1	9606.ENSP00000222247	9606.ENSP00000256383	0	0	0	0	0.886	0	0	0.127	0.896
RPL18A	ENSP00000449026	9606.ENSP00000222247	9606.ENSP00000449026	0	0	0	0	0	0	0.900	0	0.900
RPL18A	EIF3G	9606.ENSP00000222247	9606.ENSP00000253108	0	0	0	0	0.925	0	0	0.046	0.926
RPL18A	ENSP00000485567	9606.ENSP00000222247	9606.ENSP00000485567	0	0	0	0	0.355	0	0.900	0	0.932
RPL18A	RPL22L1	9606.ENSP00000222247	9606.ENSP00000346080	0	0	0	0	0.671	0.772	0	0.189	0.933
RPL18A	EIF3F	9606.ENSP00000222247	9606.ENSP00000431800	0	0	0	0	0.934	0.105	0	0.113	0.943
RPL18A	EIF3H	9606.ENSP00000222247	9606.ENSP00000429931	0	0	0	0	0.883	0	0.540	0.107	0.948
RPL18A	RPL26L1	9606.ENSP00000222247	9606.ENSP00000428223	0	0	0	0	0.825	0.789	0	0.288	0.971
RPL18A	EIF3I	9606.ENSP00000222247	9606.ENSP00000362688	0	0	0	0	0.976	0	0	0.044	0.976
RPL18A	RPS23	9606.ENSP00000222247	9606.ENSP00000296674	0	0	0	0	0.992	0.996	0.900	0.518	0.999
RPL18A	RPL38	9606.ENSP00000222247	9606.ENSP00000309830	0	0	0	0	0.980	0.995	0.900	0.297	0.999
RPL18A	RPL37	9606.ENSP00000222247	9606.ENSP00000274242	0	0	0	0	0.906	0.987	0	0.403	0.999
RPL18A	RPS29	9606.ENSP00000222247	9606.ENSP00000379339	0	0	0	0	0.995	0.987	0.900	0.530	0.999
RPL18A	RPL10A	9606.ENSP00000222247	9606.ENSP00000363018	0.219	0	0	0	0.997	0.997	0.900	0.630	0.999
RPL18A	RPSA	9606.ENSP00000222247	9606.ENSP00000346067	0	0	0	0	0.994	0.993	0	0.385	0.999
RPL18A	RPL31	9606.ENSP00000222247	9606.ENSP00000386717	0.295	0	0	0	0.993	0.996	0.900	0.709	0.999
RPL18A	RPS27A	9606.ENSP00000222247	9606.ENSP00000272317	0	0	0	0	0.966	0.995	0	0.229	0.999
RPL18A	RPS11	9606.ENSP00000222247	9606.ENSP00000270625	0	0	0	0	0.999	0.996	0	0.077	0.999
RPL18A	RPS21	9606.ENSP00000222247	9606.ENSP00000345957	0	0	0	0	0.988	0.995	0.900	0.102	0.999
RPL18A	RPL35	9606.ENSP00000222247	9606.ENSP00000259469	0	0	0	0	0.996	0.994	0	0.604	0.999
RPL18A	RPL26	9606.ENSP00000222247	9606.ENSP00000463784	0	0	0	0	0.991	0.986	0	0.320	0.999
RPL18A	RPL29	9606.ENSP00000222247	9606.ENSP00000418868	0	0	0	0	0.994	0.987	0	0.440	0.999
RPL18A	RPL11	9606.ENSP00000222247	9606.ENSP00000363676	0	0	0	0	0.996	0.996	0.900	0.444	0.999
RPL18A	RPLP0	9606.ENSP00000222247	9606.ENSP00000449328	0.219	0	0	0	0.995	0.996	0	0.157	0.999
RPL18A	RPL18	9606.ENSP00000222247	9606.ENSP00000447001	0	0	0	0	0.995	0.997	0.900	0.523	0.999
RPL18A	RPLP1	9606.ENSP00000222247	9606.ENSP00000346037	0.210	0	0	0	0.986	0.995	0	0.234	0.999
RPL18A	RPL17	9606.ENSP00000222247	9606.ENSP00000397798	0	0	0	0	0.993	0.982	0	0.301	0.999
RPL18A	RPS12	9606.ENSP00000222247	9606.ENSP00000230050	0	0	0	0	0.999	0.996	0	0.297	0.999
RPL18A	RPL6	9606.ENSP00000222247	9606.ENSP00000403172	0	0	0	0	0.994	0.997	0.900	0.694	0.999
RPL18A	RPL19	9606.ENSP00000222247	9606.ENSP00000225430	0	0	0	0	0.996	0.996	0.900	0.522	0.999
RPL18A	RPL22	9606.ENSP00000222247	9606.ENSP00000346088	0	0	0	0	0.928	0.996	0	0.426	0.999
RPL18A	RPL24	9606.ENSP00000222247	9606.ENSP00000377640	0	0	0	0	0.975	0.997	0.900	0.659	0.999
RPL18A	RPL8	9606.ENSP00000222247	9606.ENSP00000262584	0	0	0	0	0.999	0.997	0.900	0.556	0.999
RPL18A	RPL39	9606.ENSP00000222247	9606.ENSP00000355315	0	0	0	0	0.940	0.987	0.900	0.379	0.999
RPL18A	RPL36A	9606.ENSP00000222247	9606.ENSP00000404375	0	0	0	0	0.767	0.952	0.900	0.464	0.999
RPL18A	RPL32	9606.ENSP00000222247	9606.ENSP00000416429	0	0	0	0	0.976	0.997	0.900	0.507	0.999
RPL18A	RPL9	9606.ENSP00000222247	9606.ENSP00000400467	0	0	0	0	0.997	0.997	0	0.706	0.999
RPL18A	RPL30	9606.ENSP00000222247	9606.ENSP00000428085	0	0	0	0	0.993	0.997	0.900	0.401	0.999
RPL18A	RPS16	9606.ENSP00000222247	9606.ENSP00000251453	0	0	0	0	0.997	0.996	0	0.602	0.999
RPL18A	RPL36	9606.ENSP00000222247	9606.ENSP00000464342	0	0	0	0	0.995	0.995	0.900	0.406	0.999
RPL18A	RPS28	9606.ENSP00000222247	9606.ENSP00000472469	0	0	0	0	0.992	0.987	0.900	0.285	0.999
RPL18A	RPL15	9606.ENSP00000222247	9606.ENSP00000309334	0	0	0	0	0.994	0.996	0	0.530	0.999
RPL18A	RPL35A	9606.ENSP00000222247	9606.ENSP00000419117	0	0	0	0	0.993	0.995	0	0.673	0.999
RPL18A	RPS26	9606.ENSP00000222247	9606.ENSP00000348849	0.054	0	0	0	0.993	0.996	0.900	0.469	0.999
RPL19	EIF3D	9606.ENSP00000225430	9606.ENSP00000216190	0	0	0	0	0.601	0	0	0.054	0.607
RPL19	EIF3E	9606.ENSP00000225430	9606.ENSP00000220849	0	0	0	0	0.526	0	0	0.142	0.576
RPL19	RPL18A	9606.ENSP00000225430	9606.ENSP00000222247	0	0	0	0	0.996	0.996	0.900	0.522	0.999
RPL19	EIF4A2	9606.ENSP00000225430	9606.ENSP00000326381	0	0	0	0	0.212	0.147	0	0.184	0.403
RPL19	EIF3C	9606.ENSP00000225430	9606.ENSP00000332604	0	0	0	0	0.412	0	0	0.055	0.422
RPL19	EIF2S3L	9606.ENSP00000225430	9606.ENSP00000445077	0	0	0.321	0	0.134	0.104	0	0.049	0.431
RPL19	EIF2S2	9606.ENSP00000225430	9606.ENSP00000364119	0	0	0.220	0	0.346	0	0	0	0.468
RPL19	EIF3A	9606.ENSP00000225430	9606.ENSP00000358140	0	0	0	0	0.454	0	0	0.073	0.472
RPL19	EIF3K	9606.ENSP00000225430	9606.ENSP00000248342	0	0	0	0	0.361	0	0	0.255	0.504
RPL19	DRG1	9606.ENSP00000225430	9606.ENSP00000329715	0	0	0.321	0	0.317	0	0	0	0.516
RPL19	DRG2	9606.ENSP00000225430	9606.ENSP00000225729	0	0	0.274	0	0.429	0	0	0	0.567
RPL19	EIF3M	9606.ENSP00000225430	9606.ENSP00000436049	0	0	0	0	0.580	0	0	0	0.580
RPL19	EIF3B	9606.ENSP00000225430	9606.ENSP00000354125	0	0	0	0	0.549	0	0	0.111	0.582
RPL19	EIF2S3	9606.ENSP00000225430	9606.ENSP00000253039	0	0	0.323	0	0.407	0.104	0	0.049	0.612
RPL19	EIF4A1	9606.ENSP00000225430	9606.ENSP00000293831	0	0	0	0	0.539	0.264	0	0.179	0.697
RPL19	EIF3F	9606.ENSP00000225430	9606.ENSP00000431800	0	0	0	0	0.621	0.210	0	0.124	0.715
RPL19	EIF2S1	9606.ENSP00000225430	9606.ENSP00000256383	0	0	0.201	0	0.667	0	0	0.170	0.760
RPL19	EIF3G	9606.ENSP00000225430	9606.ENSP00000253108	0	0	0	0	0.812	0	0	0	0.812
RPL19	EIF3H	9606.ENSP00000225430	9606.ENSP00000429931	0	0	0	0	0.651	0	0.540	0.077	0.839
RPL19	EIF3I	9606.ENSP00000225430	9606.ENSP00000362688	0	0	0	0	0.818	0	0	0.239	0.855
RPL19	GSPT1	9606.ENSP00000225430	9606.ENSP00000398131	0	0	0	0	0.183	0.835	0	0.076	0.865
RPL19	ETF1	9606.ENSP00000225430	9606.ENSP00000353741	0	0	0	0	0.379	0.800	0	0	0.870
RPL19	ENSP00000449026	9606.ENSP00000225430	9606.ENSP00000449026	0	0	0	0	0	0	0.900	0.342	0.931
RPL19	ENSP00000485567	9606.ENSP00000225430	9606.ENSP00000485567	0	0	0	0	0.333	0	0.900	0.342	0.952
RPL19	RPL22L1	9606.ENSP00000225430	9606.ENSP00000346080	0	0	0	0	0.777	0.766	0	0.480	0.970
RPL19	RPL26L1	9606.ENSP00000225430	9606.ENSP00000428223	0.185	0	0.320	0	0.828	0.789	0	0.538	0.989
RPL19	RPS21	9606.ENSP00000225430	9606.ENSP00000345957	0	0	0	0	0.986	0.995	0.900	0.587	0.999
RPL19	RPSA	9606.ENSP00000225430	9606.ENSP00000346067	0	0	0.265	0	0.984	0.993	0	0.505	0.999
RPL19	RPL31	9606.ENSP00000225430	9606.ENSP00000386717	0	0	0	0	0.990	0.997	0.900	0.734	0.999
RPL19	RPS29	9606.ENSP00000225430	9606.ENSP00000379339	0.219	0	0	0	0.997	0.995	0.900	0.664	0.999
RPL19	RPL38	9606.ENSP00000225430	9606.ENSP00000309830	0	0	0	0	0.990	0.994	0.900	0.724	0.999
RPL19	RPL37	9606.ENSP00000225430	9606.ENSP00000274242	0	0	0	0	0.897	0.987	0	0.626	0.999
RPL19	RPS23	9606.ENSP00000225430	9606.ENSP00000296674	0	0	0.221	0	0.994	0.997	0.900	0.789	0.999
RPL19	RPLP0	9606.ENSP00000225430	9606.ENSP00000449328	0	0	0.240	0	0.997	0.997	0	0.627	0.999
RPL19	RPL11	9606.ENSP00000225430	9606.ENSP00000363676	0.295	0	0	0	0.997	0.996	0.900	0.769	0.999
RPL19	RPL29	9606.ENSP00000225430	9606.ENSP00000418868	0	0	0	0	0.990	0.987	0	0.675	0.999
RPL19	RPL35	9606.ENSP00000225430	9606.ENSP00000259469	0.295	0	0	0	0.995	0.995	0	0.767	0.999
RPL19	RPL26	9606.ENSP00000225430	9606.ENSP00000463784	0.185	0	0.317	0	0.991	0.984	0	0.752	0.999
RPL19	RPL39	9606.ENSP00000225430	9606.ENSP00000355315	0	0	0	0	0.942	0.987	0.900	0.765	0.999
RPL19	RPL24	9606.ENSP00000225430	9606.ENSP00000377640	0	0	0	0	0.986	0.997	0.900	0.677	0.999
RPL19	RPLP1	9606.ENSP00000225430	9606.ENSP00000346037	0	0	0	0	0.992	0.996	0	0.732	0.999
RPL19	RPL17	9606.ENSP00000225430	9606.ENSP00000397798	0.167	0	0	0	0.985	0.988	0	0.477	0.999
RPL19	RPL15	9606.ENSP00000225430	9606.ENSP00000309334	0	0	0.405	0	0.995	0.997	0	0.838	0.999
RPL19	RPL35A	9606.ENSP00000225430	9606.ENSP00000419117	0	0	0	0	0.996	0.995	0	0.824	0.999
RPL19	RPL36	9606.ENSP00000225430	9606.ENSP00000464342	0	0	0	0	0.995	0.996	0.900	0.764	0.999
RPL19	RPS28	9606.ENSP00000225430	9606.ENSP00000472469	0	0	0	0	0.992	0.993	0.900	0.723	0.999
RPL19	RPL30	9606.ENSP00000225430	9606.ENSP00000428085	0	0	0	0	0.995	0.997	0.900	0.890	0.999
RPL19	RPL9	9606.ENSP00000225430	9606.ENSP00000400467	0.295	0	0.388	0	0.993	0.996	0	0.820	0.999
RPL19	RPL32	9606.ENSP00000225430	9606.ENSP00000416429	0.295	0	0	0	0.978	0.997	0.900	0.742	0.999
RPL19	RPS11	9606.ENSP00000225430	9606.ENSP00000270625	0.295	0	0	0	0.997	0.996	0	0.888	0.999
RPL19	RPS27A	9606.ENSP00000225430	9606.ENSP00000272317	0	0	0	0	0.981	0.995	0	0.246	0.999
RPL19	RPL10A	9606.ENSP00000225430	9606.ENSP00000363018	0	0	0	0	0.997	0.997	0.900	0.663	0.999
RPL19	RPL18	9606.ENSP00000225430	9606.ENSP00000447001	0	0	0	0	0.983	0.997	0.900	0.709	0.999
RPL19	RPL36A	9606.ENSP00000225430	9606.ENSP00000404375	0	0	0	0	0.787	0.952	0.900	0.820	0.999
RPL19	RPL8	9606.ENSP00000225430	9606.ENSP00000262584	0.219	0	0.350	0	0.996	0.996	0.900	0.764	0.999
RPL19	RPL22	9606.ENSP00000225430	9606.ENSP00000346088	0	0	0	0	0.919	0.997	0	0.800	0.999
RPL19	RPS12	9606.ENSP00000225430	9606.ENSP00000230050	0	0	0	0	0.997	0.996	0	0.307	0.999
RPL19	RPL6	9606.ENSP00000225430	9606.ENSP00000403172	0.177	0	0	0	0.995	0.997	0.900	0.809	0.999
RPL19	RPS26	9606.ENSP00000225430	9606.ENSP00000348849	0	0	0	0	0.992	0.997	0.900	0.739	0.999
RPL19	RPS16	9606.ENSP00000225430	9606.ENSP00000251453	0	0	0	0	0.997	0.997	0	0.780	0.999
RPL22	EIF3D	9606.ENSP00000346088	9606.ENSP00000216190	0	0	0	0	0.560	0	0	0.140	0.606
RPL22	EIF3E	9606.ENSP00000346088	9606.ENSP00000220849	0	0	0	0	0.539	0	0	0.205	0.618
RPL22	RPL18A	9606.ENSP00000346088	9606.ENSP00000222247	0	0	0	0	0.928	0.996	0	0.426	0.999
RPL22	RPL19	9606.ENSP00000346088	9606.ENSP00000225430	0	0	0	0	0.919	0.997	0	0.800	0.999
RPL22	RPS12	9606.ENSP00000346088	9606.ENSP00000230050	0	0	0	0	0.954	0.995	0	0.167	0.999
RPL22	RPS16	9606.ENSP00000346088	9606.ENSP00000251453	0	0	0	0	0.922	0.997	0	0.784	0.999
RPL22	EIF3G	9606.ENSP00000346088	9606.ENSP00000253108	0	0	0	0	0.533	0	0	0.111	0.567
RPL22	EIF2S1	9606.ENSP00000346088	9606.ENSP00000256383	0	0	0	0	0.419	0	0	0.113	0.463
RPL22	MDM2	9606.ENSP00000346088	9606.ENSP00000258149	0	0	0	0	0	0.270	0	0.496	0.617
RPL22	RPL35	9606.ENSP00000346088	9606.ENSP00000259469	0	0	0	0	0.948	0.995	0	0.531	0.999
RPL22	RPL8	9606.ENSP00000346088	9606.ENSP00000262584	0	0	0	0	0.949	0.995	0	0.485	0.999
RPL22	RPS11	9606.ENSP00000346088	9606.ENSP00000270625	0	0	0	0	0.960	0.996	0	0.629	0.999
RPL22	RPS27A	9606.ENSP00000346088	9606.ENSP00000272317	0	0	0	0	0.915	0.995	0	0.224	0.999
RPL22	RPL37	9606.ENSP00000346088	9606.ENSP00000274242	0	0	0	0	0.873	0.987	0	0.574	0.999
RPL22	RPS23	9606.ENSP00000346088	9606.ENSP00000296674	0	0	0	0	0.933	0.997	0	0.784	0.999
RPL22	RPL15	9606.ENSP00000346088	9606.ENSP00000309334	0	0	0	0	0.981	0.996	0	0.827	0.999
RPL22	RPL38	9606.ENSP00000346088	9606.ENSP00000309830	0	0	0	0	0.935	0.995	0	0.801	0.999
RPL22	FTSJ1	9606.ENSP00000346088	9606.ENSP00000326948	0	0	0	0	0.063	0.212	0	0.422	0.535
RPL22	RPS21	9606.ENSP00000346088	9606.ENSP00000345957	0	0	0	0	0.946	0.995	0	0.481	0.999
