Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	5	5.747126436781609	0.013189937631846905	414062, 3576, 3553, 6348, 5743	44	414	19357	5.31318620992534	0.9984654472929511	0.9423928381813685	0.9423928381813685
GOTERM_BP_DIRECT	GO:2001199~negative regulation of dendritic cell differentiation	2	2.2988505747126435	0.013256412709111891	55365, 28959	44	6	19357	146.6439393939394	0.9985150748024735	0.9423928381813685	0.9423928381813685
GOTERM_BP_DIRECT	GO:0071347~cellular response to interleukin-1	3	3.4482758620689653	0.014974418809359588	414062, 3576, 6348	44	84	19357	15.711850649350646	0.9993655687875729	0.9423928381813685	0.9423928381813685
UP_SEQ_FEATURE	DOMAIN:Ig-like	6	6.896551724137931	0.015042745803097122	28908, 2215, 3117, 9172, 3495, 28815	46	668	20516	4.005988023952096	0.9827869164986655	1.0	1.0
GOTERM_BP_DIRECT	GO:0031394~positive regulation of prostaglandin biosynthetic process	2	2.2988505747126435	0.015449062921006042	3553, 5743	44	7	19357	125.69480519480521	0.9994985395841527	0.9423928381813685	0.9423928381813685
GOTERM_CC_DIRECT	GO:0005615~extracellular space	10	11.494252873563218	0.017391834400110127	28908, 414062, 1475, 3576, 4057, 3553, 6348, 3495, 28815, 4549	44	1946	20587	2.404349247874428	0.8009354461790859	0.8000243824050659	0.8000243824050659
UP_KW_MOLECULAR_FUNCTION	KW-0223~Dioxygenase	3	3.4482758620689653	0.018125462540618628	7404, 5743, 8284	29	87	11735	13.953626634958383	0.46308699300512857	0.3081328631905167	0.3081328631905167
INTERPRO	IPR007110:Immunoglobulin-like domain	6	6.896551724137931	0.018640881081561044	28908, 2215, 3117, 9172, 3495, 28815	40	763	19139	3.7625819134993446	0.8973914751062635	0.7518488702896289	0.7518488702896289
KEGG_PATHWAY	hsa05417:Lipid and atherosclerosis	4	4.597701149425287	0.01892294269926181	414062, 3576, 3553, 6348	23	215	8205	6.63700707785642	0.8628725325792796	0.21866511563591423	0.20604982050307305
UP_KW_BIOLOGICAL_PROCESS	KW-0145~Chemotaxis	3	3.4482758620689653	0.020940001664477726	414062, 3576, 6348	26	101	11248	12.849961919268852	0.43525644230518057	0.5653800449408986	0.5653800449408986
GOTERM_BP_DIRECT	GO:0002237~response to molecule of bacterial origin	2	2.2988505747126435	0.024172172104114254	100133941, 3576	44	11	19357	79.98760330578513	0.9999934818998967	1.0	1.0
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	5	5.747126436781609	0.02664425838237666	2624, 3576, 3553, 6348, 1958	44	513	19357	4.2878344852029056	0.9999981096667396	1.0	1.0
GOTERM_BP_DIRECT	GO:0001775~cell activation	2	2.2988505747126435	0.028505372372496528	100133941, 6348	44	13	19357	67.68181818181819	0.9999992571231824	1.0	1.0
KEGG_PATHWAY	hsa04061:Viral protein interaction with cytokine and cytokine receptor	3	3.4482758620689653	0.02899339470799765	414062, 3576, 6348	23	100	8205	10.702173913043477	0.9531070927984101	0.2701432163259483	0.25455803076868205
KEGG_PATHWAY	hsa04933:AGE-RAGE signaling pathway in diabetic complications	3	3.4482758620689653	0.02899339470799765	3576, 3553, 1958	23	100	8205	10.702173913043477	0.9531070927984101	0.2701432163259483	0.25455803076868205
KEGG_PATHWAY	hsa04064:NF-kappa B signaling pathway	3	3.4482758620689653	0.031170371114532497	3576, 3553, 5743	23	104	8205	10.290551839464882	0.962869495737119	0.2701432163259483	0.25455803076868205
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	3	3.4482758620689653	0.03717268390820299	414062, 3576, 6348	44	137	19357	9.633543463835434	0.9999999906325653	1.0	1.0
GOTERM_MF_DIRECT	GO:0003823~antigen binding	3	3.4482758620689653	0.03963274895956155	28908, 3495, 28815	43	142	18913	9.29233540779561	0.993875014120858	1.0	1.0
INTERPRO	IPR007237:CD20-like	2	2.2988505747126435	0.041952848364090516	55365, 28959	40	21	19139	45.569047619047616	0.9944048341263823	1.0	1.0
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	4	4.597701149425287	0.04273923634267927	414062, 3576, 3553, 6348	23	295	8205	4.837140751658069	0.9893549705149426	0.3381160746259905	0.3186093780129526
UP_KW_LIGAND	KW-0408~Iron	4	4.597701149425287	0.044167622924661906	4057, 7404, 5743, 8284	17	347	6850	4.644855060179692	0.39158612309532415	0.48584385217128095	0.48584385217128095
KEGG_PATHWAY	hsa04380:Osteoclast differentiation	3	3.4482758620689653	0.0455156254304218	2215, 3553, 2354	23	128	8205	8.361073369565217	0.9921303103174347	0.3381160746259905	0.3186093780129526
INTERPRO	IPR000827:CC chemokine, conserved site	2	2.2988505747126435	0.04585772374211774	414062, 6348	40	23	19139	41.606521739130436	0.9965865792428052	1.0	1.0
GOTERM_MF_DIRECT	GO:0032452~histone demethylase activity	2	2.2988505747126435	0.04775870548589301	7404, 8284	43	22	18913	39.985200845665965	0.9979004637164336	1.0	1.0
UP_KW_MOLECULAR_FUNCTION	KW-0238~DNA-binding	10	11.494252873563218	0.049075025497398714	2624, 158401, 79842, 3005, 4057, 8653, 2354, 134187, 1958, 4549	29	2096	11735	1.9306067386154253	0.8192939794938489	0.5561836223038521	0.5561836223038521
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding	7	8.045977011494253	0.05044161425952464	2624, 79842, 2354, 7404, 64754, 134187, 1958	43	1216	18913	2.5319576193390456	0.9985285996423273	1.0	1.0
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	3	3.4482758620689653	0.05137807061191365	2624, 3576, 3553	44	164	19357	8.047533259423503	0.9999999999933707	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Chemokine interleukin-8-like	2	2.2988505747126435	0.0534463680657162	3576, 6348	46	25	20516	35.68	0.999999595498044	1.0	1.0
UP_KW_CELLULAR_COMPONENT	KW-1280~Immunoglobulin	3	3.4482758620689653	0.05354729772618085	28908, 3495, 28815	40	169	17662	7.838165680473373	0.7020275292716172	0.5890202749879894	0.5890202749879894
INTERPRO	IPR003054:Type II keratin	2	2.2988505747126435	0.055552190210412064	140807, 319101	40	28	19139	34.176785714285714	0.9990079498676375	1.0	1.0
GOTERM_BP_DIRECT	GO:0048245~eosinophil chemotaxis	2	2.2988505747126435	0.06041071178537423	414062, 6348	44	28	19357	31.423701298701303	0.9999999999999378	1.0	1.0
GOTERM_MF_DIRECT	GO:0048020~CCR chemokine receptor binding	2	2.2988505747126435	0.06248224799734309	414062, 6348	43	29	18913	30.333600641539697	0.9997052749932153	1.0	1.0
GOTERM_BP_DIRECT	GO:0010575~positive regulation of vascular endothelial growth factor production	2	2.2988505747126435	0.06458665901067442	3553, 5743	44	30	19357	29.328787878787878	0.9999999999999929	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0395~Inflammatory response	3	3.4482758620689653	0.06485069725250862	3576, 3553, 6348	26	188	11248	6.903436988543372	0.836399069908986	0.6163596823161438	0.6163596823161438
UP_KW_PTM	KW-1015~Disulfide bond	14	16.091954022988507	0.06585716792284173	28908, 4057, 3495, 28815, 2215, 414062, 3117, 3576, 81796, 2354, 6348, 5743, 4811, 2208	33	3808	14104	1.5713012477718362	0.6147115414794192	0.987857518842626	0.987857518842626
INTERPRO	IPR003347:JmjC domain	2	2.2988505747126435	0.06705891285901044	7404, 8284	40	34	19139	28.14558823529412	0.9997749077085419	1.0	1.0
UP_SEQ_FEATURE	SITE:Stutter	2	2.2988505747126435	0.07199487491136464	140807, 319101	46	34	20516	26.235294117647058	0.9999999979885908	1.0	1.0
INTERPRO	IPR013783:Immunoglobulin-like fold	6	6.896551724137931	0.07276313029977562	28908, 2215, 3117, 9172, 3495, 28815	40	1108	19139	2.591019855595668	0.9998928298720802	1.0	1.0
GOTERM_MF_DIRECT	GO:0004869~cysteine-type endopeptidase inhibitor activity	2	2.2988505747126435	0.07286275982230955	1475, 4057	43	34	18913	25.872777017783857	0.9999275318401043	1.0	1.0
GOTERM_BP_DIRECT	GO:0050873~brown fat cell differentiation	2	2.2988505747126435	0.07288424032638645	2624, 5743	44	34	19357	25.878342245989305	0.9999999999999999	1.0	1.0
GOTERM_BP_DIRECT	GO:0048247~lymphocyte chemotaxis	2	2.2988505747126435	0.07288424032638645	414062, 6348	44	34	19357	25.878342245989305	0.9999999999999999	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:JmjC	2	2.2988505747126435	0.07403374956355409	7404, 8284	46	35	20516	25.485714285714284	0.9999999988844159	1.0	1.0
UP_KW_DOMAIN	KW-0393~Immunoglobulin domain	5	5.747126436781609	0.07446456746948368	28908, 2215, 9172, 3495, 28815	32	752	14500	3.0127992021276597	0.5731025645147025	0.8191102421643205	0.8191102421643205
GOTERM_BP_DIRECT	GO:0090050~positive regulation of cell migration involved in sprouting angiogenesis	2	2.2988505747126435	0.07494737636763554	2624, 5743	44	35	19357	25.13896103896104	1.0	1.0	1.0
SMART	SM00558:JmjC	2	2.2988505747126435	0.0754836449939232	7404, 8284	29	29	10374	24.67063020214031	0.9407176321797752	1.0	1.0
KEGG_PATHWAY	hsa05164:Influenza A	3	3.4482758620689653	0.07599059419770052	3117, 3576, 3553	23	171	8205	6.258581235697941	0.9997306327605707	0.5268681197707236	0.4964718820916434
GOTERM_MF_DIRECT	GO:0030280~structural constituent of epidermis	2	2.2988505747126435	0.07698347369932712	140807, 319101	43	36	18913	24.435400516795863	0.9999586577507464	1.0	1.0
GOTERM_BP_DIRECT	GO:0002250~adaptive immune response	4	4.597701149425287	0.07744066106026067	28908, 3117, 3495, 28815	44	449	19357	3.919214415873659	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	4	4.597701149425287	0.08028077302843689	414062, 3576, 3553, 5743	44	456	19357	3.8590510366826156	1.0	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0892~Osteogenesis	2	2.2988505747126435	0.08120568250052183	4057, 4549	26	38	11248	22.76923076923077	0.8983999049063023	0.6163596823161438	0.6163596823161438
KEGG_PATHWAY	hsa05152:Tuberculosis	3	3.4482758620689653	0.08302685886494239	2215, 3117, 3553	23	180	8205	5.945652173913044	0.9998783567645213	0.5396745826221255	0.5085395105477721
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	9	10.344827586206897	0.08584069946223555	140807, 2215, 319101, 4057, 3495, 4811, 93100, 28815, 2208	44	2219	20587	1.897691425293949	0.999740574208192	1.0	1.0
INTERPRO	IPR003599:Immunoglobulin subtype	4	4.597701149425287	0.08767260430743228	28908, 2215, 9172, 28815	40	517	19139	3.7019342359767893	0.9999849257171043	1.0	1.0
GOTERM_BP_DIRECT	GO:0031663~lipopolysaccharide-mediated signaling pathway	2	2.2988505747126435	0.08926429098838894	3553, 6348	44	42	19357	20.949134199134196	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0071902~positive regulation of protein serine/threonine kinase activity	2	2.2988505747126435	0.08926429098838894	4057, 4549	44	42	19357	20.949134199134196	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0008307~structural constituent of muscle	2	2.2988505747126435	0.09126565877650905	9172, 10398	43	43	18913	20.457544618712816	0.9999942049859475	1.0	1.0
GOTERM_BP_DIRECT	GO:0007566~embryo implantation	2	2.2988505747126435	0.09129181547324594	3553, 5743	44	43	19357	20.461945031712474	1.0	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-1064~Adaptive immunity	4	4.597701149425287	0.0913125455283176	28908, 3117, 3495, 28815	26	486	11248	3.5606204495093388	0.9246310668930801	0.6163596823161438	0.6163596823161438
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	3	3.4482758620689653	0.09271376665396149	414062, 3576, 6348	23	192	8205	5.574048913043478	0.9999596903150988	0.5671901018830584	0.5344675960051898
GOTERM_BP_DIRECT	GO:0070498~interleukin-1-mediated signaling pathway	2	2.2988505747126435	0.09331493093412206	3553, 1958	44	44	19357	19.996900826446282	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0002548~monocyte chemotaxis	2	2.2988505747126435	0.095333646719356	414062, 6348	44	45	19357	19.552525252525253	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0071407~cellular response to organic cyclic compound	2	2.2988505747126435	0.095333646719356	3553, 6348	44	45	19357	19.552525252525253	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0045429~positive regulation of nitric oxide biosynthetic process	2	2.2988505747126435	0.09734797217576618	3553, 5743	44	46	19357	19.127470355731226	1.0	1.0	1.0
BIOCARTA	h_nthiPathway:NFkB activation by Nontypeable Hemophilus influenzae	2	2.2988505747126435	0.09920692853464887	3576, 3553	8	24	1623	16.90625	0.8885382700766078	1.0	1.0

