Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:1904724~tertiary granule lumen	5	5.4945054945054945	5.7160110738870585E-6	820, 2352, 10321, 10562, 4317	45	55	20587	41.58989898989899	4.8003105068117335E-4	1.2003623255162822E-4	1.171782270146847E-4
GOTERM_BP_DIRECT	GO:0019731~antibacterial humoral response	5	5.4945054945054945	9.402118924119646E-6	1668, 671, 1667, 820, 728358	44	60	19357	36.660984848484844	0.0019818898767383075	3.948889948130251E-4	3.7044348561031404E-4
UP_SEQ_FEATURE	PEPTIDE:Neutrophil defensin 2	3	3.296703296703297	1.3467438230399135E-5	1668, 1667, 728358	45	3	20516	455.91111111111104	0.002918187563933916	0.0029224340959966124	0.0029224340959966124
GOTERM_CC_DIRECT	GO:0035578~azurophil granule lumen	5	5.4945054945054945	4.2357546620723025E-5	1668, 671, 1667, 6036, 728358	45	91	20587	25.136752136752136	0.0035517867032854866	7.116067832281469E-4	6.946637645798575E-4
UP_KW_MOLECULAR_FUNCTION	KW-0044~Antibiotic	5	5.4945054945054945	4.8569527038308634E-5	1668, 671, 1667, 820, 728358	26	97	11735	23.265265662172876	0.0016985305915683258	0.0015974989560922285	0.0015518561287753078
GOTERM_BP_DIRECT	GO:0050829~defense response to Gram-negative bacterium	5	5.4945054945054945	5.566464632075881E-5	1668, 671, 1667, 820, 728358	44	94	19357	23.400628626692455	0.011676857383094985	0.0019482626212265583	0.001827655887531581
INTERPRO	IPR007110:Immunoglobulin-like domain	10	10.989010989010989	5.91619946315392E-5	28573, 4680, 28775, 284415, 3135, 1088, 100049587, 28816, 266727, 28439	46	763	19139	5.453017265941079	0.007779198502062767	0.0026598122630844233	0.0025590617985736495
INTERPRO	IPR016327:Alpha-defensin	3	3.296703296703297	8.060037160861888E-5	1668, 1667, 728358	46	6	19139	208.03260869565216	0.010583276674135611	0.0026598122630844233	0.0025590617985736495
INTERPRO	IPR006081:Mammalian defensins	3	3.296703296703297	8.060037160861888E-5	1668, 1667, 728358	46	6	19139	208.03260869565216	0.010583276674135611	0.0026598122630844233	0.0025590617985736495
INTERPRO	IPR002366:Defensin propeptide	3	3.296703296703297	8.060037160861888E-5	1668, 1667, 728358	46	6	19139	208.03260869565216	0.010583276674135611	0.0026598122630844233	0.0025590617985736495
UP_KW_MOLECULAR_FUNCTION	KW-0929~Antimicrobial	5	5.4945054945054945	9.128565463384163E-5	1668, 671, 1667, 820, 728358	26	114	11735	19.795883940620786	0.0031900447101721463	0.0015974989560922285	0.0015518561287753078
INTERPRO	IPR006080:Beta defensin/Neutrophil defensin	3	3.296703296703297	1.1267158885212044E-4	1668, 1667, 728358	46	7	19139	178.31366459627327	0.01476342369046535	0.0029745299456959795	0.0028618583568438593
PIR_SUPERFAMILY	PIRSF001875:alpha-defensin	3	3.296703296703297	1.4237096443754424E-4	1668, 1667, 728358	7	6	1773	126.64285714285714	7.116521561285616E-4	7.118548221877212E-4	7.118548221877212E-4
GOTERM_BP_DIRECT	GO:0051673~membrane disruption in other organism	3	3.296703296703297	2.1447120092802299E-4	1668, 1667, 728358	44	10	19357	131.97954545454544	0.04424939831904651	0.005629869024360603	0.005281353322852566
GOTERM_BP_DIRECT	GO:0051873~killing by host of symbiont cells	3	3.296703296703297	2.1447120092802299E-4	1667, 820, 728358	44	10	19357	131.97954545454544	0.04424939831904651	0.005629869024360603	0.005281353322852566
SMART	SM00048:DEFSN	3	3.296703296703297	2.1671664291421158E-4	1668, 1667, 728358	35	7	10374	127.02857142857144	0.008202300961971498	0.00823523243074004	0.00823523243074004
GOTERM_CC_DIRECT	GO:0042581~specific granule	3	3.296703296703297	3.4304616899217627E-4	820, 10321, 10562	45	13	20587	105.57435897435897	0.02840946339638495	0.004802646365890468	0.004688297642893076
UP_KW_MOLECULAR_FUNCTION	KW-0295~Fungicide	3	3.296703296703297	3.903480728733056E-4	1668, 1667, 728358	26	14	11735	96.71703296703296	0.013571909508443447	0.004554060850188565	0.004423944825897463
UP_KW_DOMAIN	KW-0393~Immunoglobulin domain	9	9.89010989010989	4.176816059545618E-4	28573, 4680, 28775, 284415, 1088, 100049587, 28816, 266727, 28439	37	752	14500	4.6901955146636	0.005000681064348922	0.002506089635727371	0.002506089635727371
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	5	5.4945054945054945	4.634266950566273E-4	1668, 1667, 2920, 820, 728358	18	184	8205	12.386775362318842	0.022003939719960952	0.02224448136271811	0.02224448136271811
UP_SEQ_FEATURE	DOMAIN:Ig-like	8	8.791208791208792	5.047093894755843E-4	28573, 28775, 284415, 3135, 1088, 28816, 266727, 28439	45	668	20516	5.460013306719894	0.10376227686141759	0.054760968758100895	0.054760968758100895
GOTERM_BP_DIRECT	GO:0031640~killing of cells of other organism	4	4.395604395604396	5.47276513106208E-4	1668, 1667, 2920, 728358	44	72	19357	24.440656565656568	0.10908562344425166	0.012769785305811519	0.01197927478688033
INTERPRO	IPR013106:Immunoglobulin V-set	7	7.6923076923076925	8.116886227352436E-4	28573, 4680, 28775, 1088, 100049587, 28816, 28439	46	475	19139	6.131487414187643	0.1016418011511222	0.01784701366622524	0.017170990421292467
KEGG_PATHWAY	hsa05150:Staphylococcus aureus infection	4	4.395604395604396	9.371103122877834E-4	1668, 1667, 820, 728358	18	96	8205	18.993055555555554	0.04400479762922016	0.022490647494906802	0.022490647494906802
INTERPRO	IPR013783:Immunoglobulin-like fold	10	10.989010989010989	9.46432542905884E-4	28573, 4680, 28775, 284415, 3135, 1088, 100049587, 28816, 266727, 28439	46	1108	19139	3.7551012399937216	0.11749272931494337	0.01784701366622524	0.017170990421292467
GOTERM_BP_DIRECT	GO:0030520~intracellular estrogen receptor signaling pathway	3	3.296703296703297	0.001082473452964594	1668, 1667, 728358	44	22	19357	59.99070247933884	0.2042940789794575	0.022731942512256475	0.0213247270234025
INTERPRO	IPR003599:Immunoglobulin subtype	7	7.6923076923076925	0.0012569608120005496	4680, 28775, 284415, 1088, 100049587, 28816, 266727	46	517	19139	5.633378185182071	0.15297340975355378	0.02073985339800907	0.019954252890508724
UP_KW_BIOLOGICAL_PROCESS	KW-0130~Cell adhesion	7	7.6923076923076925	0.001323514055043949	2812, 4680, 26047, 1088, 10562, 100049587, 2815	30	489	11248	5.367143830947512	0.031285531011161605	0.02086973758169708	0.02086973758169708
UP_KW_BIOLOGICAL_PROCESS	KW-0391~Immunity	9	9.89010989010989	0.0017391447984747566	671, 28573, 28775, 284415, 820, 3135, 28816, 28439, 3934	30	918	11248	3.675816993464052	0.04091522899425881	0.02086973758169708	0.02086973758169708
UP_KW_PTM	KW-0873~Pyrrolidone carboxylic acid	4	4.395604395604396	0.0024085579043420288	5555, 28816, 28439, 3934	40	97	14104	14.540206185567012	0.03319695833492309	0.018064184282565215	0.018064184282565215
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	4	4.395604395604396	0.0025669561542978627	1667, 2920, 6036, 728358	44	123	19357	14.306725794530673	0.41860454477353926	0.04790826304665364	0.044942513429479844
UP_KW_DISEASE	KW-0087~Bernard Soulier syndrome	2	2.197802197802198	0.002624096709900396	2812, 2815	5	3	4570	609.3333333333334	0.020800977504446205	0.02099277367920317	0.02099277367920317
GOTERM_BP_DIRECT	GO:0050832~defense response to fungus	3	3.296703296703297	0.002737615031237351	1668, 1667, 728358	44	35	19357	37.70844155844156	0.4392212807745114	0.04790826304665364	0.044942513429479844
GOTERM_BP_DIRECT	GO:0050830~defense response to Gram-positive bacterium	4	4.395604395604396	0.003002155838636579	1668, 1667, 820, 728358	44	130	19357	13.536363636363637	0.46975051378199173	0.048496363547206274	0.04549420770856969
UP_SEQ_FEATURE	DOMAIN:Ig-like V-type	4	4.395604395604396	0.0032899694630563335	4680, 284415, 1088, 100049587	45	139	20516	13.119744204636293	0.5108569755410646	0.18596205041684477	0.18596205041684477
UP_SEQ_FEATURE	MUTAGEN:W->A: Almost complete loss of bactericidal activity.	2	2.197802197802198	0.004284839871355871	1667, 728358	45	2	20516	455.91111111111115	0.6061590001631549	0.18596205041684477	0.18596205041684477
UP_SEQ_FEATURE	PEPTIDE:Neutrophil defensin 1	2	2.197802197802198	0.004284839871355871	1667, 728358	45	2	20516	455.91111111111115	0.6061590001631549	0.18596205041684477	0.18596205041684477
UP_KW_MOLECULAR_FUNCTION	KW-0211~Defensin	3	3.296703296703297	0.005211600677609219	1668, 1667, 728358	26	51	11735	26.54977375565611	0.16713440077974195	0.04560150592908067	0.04429860575967836
SMART	SM00409:IG	7	7.6923076923076925	0.006076049199465727	4680, 28775, 284415, 1088, 100049587, 28816, 266727	35	517	10374	4.013152804642167	0.20673201248378947	0.11544493478984881	0.11544493478984881
UP_SEQ_FEATURE	REPEAT:LRR	2	2.197802197802198	0.006420526087939302	2812, 2815	45	3	20516	303.94074074074075	0.7528466070128074	0.23220902684713807	0.23220902684713807
GOTERM_CC_DIRECT	GO:0035577~azurophil granule membrane	3	3.296703296703297	0.006839880226278181	4680, 154664, 1088	45	58	20587	23.663218390804598	0.43815196809329415	0.08207856271533817	0.08012431122211583
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	6	6.593406593406594	0.007403515949425123	2812, 26047, 2352, 10562, 100049587, 2815	44	554	19357	4.764604529044962	0.7915285624425312	0.11105273924137685	0.1041780458597678
GOTERM_BP_DIRECT	GO:0035915~pore formation in membrane of other organism	2	2.197802197802198	0.008856794119000961	1667, 728358	44	4	19357	219.9659090909091	0.8469680362232506	0.12399511766601345	0.11631922942954595
GOTERM_CC_DIRECT	GO:1990779~glycoprotein Ib-IX-V complex	2	2.197802197802198	0.010641803183088652	2812, 2815	45	5	20587	182.99555555555557	0.5929022288870875	0.11173893342243084	0.10907848262665869
GOTERM_BP_DIRECT	GO:2001199~negative regulation of dendritic cell differentiation	2	2.197802197802198	0.013256412709111891	55365, 3135	44	6	19357	146.6439393939394	0.9401436857815623	0.17399041680709357	0.16321958148094015
GOTERM_BP_DIRECT	GO:0051607~defense response to virus	4	4.395604395604396	0.014744132150797376	1668, 1667, 6036, 728358	44	232	19357	7.585031347962383	0.9564643190474952	0.18213339715690877	0.1708584725710049
GOTERM_BP_DIRECT	GO:0042742~defense response to bacterium	4	4.395604395604396	0.015954150130143396	1668, 820, 28439, 3934	44	239	19357	7.362875618105744	0.9664080286222232	0.1861317515183396	0.17460930975768052
INTERPRO	IPR003598:Immunoglobulin subtype 2	4	4.395604395604396	0.021762284308924344	4680, 1088, 100049587, 266727	46	254	19139	6.552208147894556	0.9452150607096587	0.3191801698642237	0.30709001191482127
GOTERM_CC_DIRECT	GO:0005796~Golgi lumen	3	3.296703296703297	0.021967817758852592	1668, 1667, 728358	45	107	20587	12.826791277258566	0.8452380390283782	0.19428900972025334	0.18966308091739015
GOTERM_BP_DIRECT	GO:0010572~positive regulation of platelet activation	2	2.197802197802198	0.021998498430491734	2812, 2815	44	10	19357	87.98636363636363	0.9908454067387322	0.24314129844227705	0.22808969425299325
GOTERM_CC_DIRECT	GO:0031225~anchored component of membrane	3	3.296703296703297	0.023129644014315873	4680, 1088, 266727	45	110	20587	12.476969696969698	0.8599438504319039	0.19428900972025334	0.18966308091739015
GOTERM_BP_DIRECT	GO:0007597~blood coagulation, intrinsic pathway	2	2.197802197802198	0.024172172104114254	2812, 2815	44	11	19357	79.98760330578513	0.9942754025628856	0.25380780709319967	0.2380958952255254
INTERPRO	IPR001089:CXC chemokine	2	2.197802197802198	0.030147673007665573	2920, 5197	46	13	19139	64.01003344481606	0.9824150635349775	0.36177207609198686	0.3480685883612298
INTERPRO	IPR018048:CXC chemokine, conserved site	2	2.197802197802198	0.030147673007665573	2920, 5197	46	13	19139	64.01003344481606	0.9824150635349775	0.36177207609198686	0.3480685883612298
UP_KW_LIGAND	KW-0408~Iron	4	4.395604395604396	0.03092821897705689	7404, 3045, 8284, 3934	15	347	6850	5.264169068203651	0.3140833149133313	0.3711386277246827	0.3711386277246827
GOTERM_MF_DIRECT	GO:0045236~CXCR chemokine receptor binding	2	2.197802197802198	0.03204016032876323	2920, 5197	42	15	18913	60.04126984126984	0.9236639335887297	1.0	1.0
GOTERM_BP_DIRECT	GO:0010818~T cell chemotaxis	2	2.197802197802198	0.03281977644165824	1667, 728358	44	15	19357	58.657575757575756	0.999124889239722	0.3281977644165824	0.30788075995269876
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) asparagine	16	17.582417582417584	0.03466504117497614	4680, 6036, 1088, 2352, 100049587, 266727, 2812, 671, 284415, 26047, 3135, 10321, 10562, 4317, 2815, 3934	45	4376	20516	1.6669510461100956	0.9995267033839812	1.0	1.0
GOTERM_MF_DIRECT	GO:0032452~histone demethylase activity	2	2.197802197802198	0.04664733633559238	7404, 8284	42	22	18913	40.93722943722944	0.9770367601766754	1.0	1.0
GOTERM_BP_DIRECT	GO:0045087~innate immune response	5	5.4945054945054945	0.047389317691013094	671, 820, 10321, 28439, 3934	44	617	19357	3.5650876675998227	0.9999644238152536	0.45235257795967043	0.4243497993240718
UP_KW_BIOLOGICAL_PROCESS	KW-0051~Antiviral defense	3	3.296703296703297	0.04763525455989742	1668, 1667, 728358	30	136	11248	8.270588235294118	0.6900587012953485	0.3810820364791794	0.3810820364791794
INTERPRO	IPR007237:CD20-like	2	2.197802197802198	0.048256426288894046	55365, 932	46	21	19139	39.62525879917184	0.9985390551982887	0.5308206891778345	0.5107138448907953
SMART	SM00408:IGc2	4	4.395604395604396	0.04971912197757925	4680, 1088, 100049587, 266727	35	254	10374	4.667716535433071	0.8559956435007507	0.6297755450493372	0.6297755450493372
GOTERM_BP_DIRECT	GO:0035855~megakaryocyte development	2	2.197802197802198	0.04989101780203017	2812, 2815	44	23	19357	38.25494071146245	0.9999795735715704	0.45552668427940585	0.4273274133478236
UP_KW_CELLULAR_COMPONENT	KW-1280~Immunoglobulin	3	3.296703296703297	0.056020370092152126	28775, 28816, 28439	41	169	17662	7.6469909077789	0.6247120783205555	0.47617314578329306	0.47617314578329306
UP_KW_PTM	KW-0336~GPI-anchor	3	3.296703296703297	0.05854620868061551	4680, 1088, 266727	40	142	14104	7.4492957746478865	0.5702794508153265	0.29273104340307754	0.29273104340307754
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	3	3.296703296703297	0.05939519375010192	1668, 1667, 728358	18	193	8205	7.085492227979275	0.9470890827551668	0.9503231000016307	0.9503231000016307
GOTERM_BP_DIRECT	GO:0042832~defense response to protozoan	2	2.197802197802198	0.06041071178537423	1667, 728358	44	28	19357	31.423701298701303	0.9999980504695688	0.5285937281220245	0.4958712592382802
UP_KW_MOLECULAR_FUNCTION	KW-0202~Cytokine	3	3.296703296703297	0.06477721589217342	2920, 5197, 284415	26	196	11735	6.908359497645212	0.9040538056912752	0.4534405112452139	0.44048506806677923
UP_SEQ_FEATURE	DOMAIN:Ig-like C2-type 2	3	3.296703296703297	0.07211906428602533	4680, 1088, 100049587	45	206	20516	6.639482200647249	0.9999999117288801	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Ig-like C2-type 1	3	3.296703296703297	0.07211906428602533	4680, 1088, 100049587	45	206	20516	6.639482200647249	0.9999999117288801	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:JmjC	2	2.197802197802198	0.0724479581689622	7404, 8284	45	35	20516	26.052063492063493	0.9999999182650101	1.0	1.0
INTERPRO	IPR003347:JmjC domain	2	2.197802197802198	0.07698036366434631	7404, 8284	46	34	19139	24.474424552429667	0.9999744233228642	0.781646769514901	0.7520389373363063
GOTERM_MF_DIRECT	GO:0001530~lipopolysaccharide binding	2	2.197802197802198	0.07923228128106471	671, 820	42	38	18913	23.700501253132835	0.9985281731934306	1.0	1.0
SMART	SM00558:JmjC	2	2.197802197802198	0.09092740292092281	7404, 8284	35	29	10374	20.441379310344825	0.9732855933013929	0.8638103277487668	0.8638103277487668
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	9	9.89010989010989	0.09550456261828226	1668, 671, 1667, 6036, 820, 1088, 10562, 728358, 3934	45	2219	20587	1.8555205047318613	0.9997821608377118	0.7293075690850646	0.7119431031544677

